src,dst,relationship
TRV,SIN,3100.348156
UPG,SIN,1869.649162
USM,SIN,1009.947373
VTZ,SIN,2908.776724
WUH,SIN,3445.219494
XMN,SIN,2993.245648
ZRH,SIN,10305.60782
ABJ,ORY,4869.446367
CAY,ORY,7086.219548
DKR,ORY,4192.117912
DZA,TNR,706.5310815
FDF,ORY,6851.555227
FDF,PTP,194.6039526
FDF,SLU,63.47972048
MRU,ORY,9436.211029
MRU,RUN,231.7557401
ORY,ABJ,4869.446367
ORY,CAY,7086.219548
ORY,DKR,4192.117912
ORY,DZA,8035.175759
ORY,FDF,6851.555227
ORY,PTP,6752.388121
ORY,RUN,9357.482277
ORY,SXM,6723.181117
ORY,YUL,5526.817279
PTP,FDF,194.6039526
PTP,ORY,6752.388121
PTP,SBH,229.4714227
PTP,SFG,259.8616992
RUN,MRU,231.7557401
RUN,ORY,9357.482277
SBH,PTP,229.4714227
SFG,PTP,259.8616992
SLU,FDF,63.47972048
SXM,ORY,6723.181117
TNR,ORY,8733.303928
YUL,ORY,5526.817279
ACE,BRE,3243.84533
AGB,MRS,708.37931
ARN,EBL,3202.864929
ARN,ISU,3325.955972
AYT,BRE,2474.878957
AYT,DRS,2077.83039
AYT,ERF,2217.03932
AYT,FDH,2110.52654
AYT,FRA,2297.866017
AYT,KSF,2334.163068
AYT,LEJ,2178.774337
AYT,RLG,2366.384818
AYT,SXF,2186.394964
AYT,TXL,2211.772564
BEY,SXF,2705.463616
BRE,ACE,3243.84533
BRE,AYT,2474.878957
BRE,FNC,3043.152047
BRE,FUE,3304.073274
BRE,IBZ,1674.904844
BRE,LEJ,296.2214295
BRE,LPA,3425.798987
BRE,NBE,1891.565761
BRE,PMI,1569.542813
BRE,TFS,3471.785525
BRE,VIE,775.962576
BRS,CEG,200.4129887
BRS,TLS,914.7114514
CEG,BRS,200.4129887
CEG,TLS,1108.587262
DME,FKB,2146.840325
DME,LEJ,1746.883936
DRS,AYT,2077.83039
DTM,ONQ,2163.49404
DUS,EBL,3373.240884
DUS,HER,2302.818658
DUS,ISU,3514.240731
DUS,ONQ,2209.562765
DUS,RHO,2362.973235
EBL,ARN,3202.864929
EBL,DUS,3373.240884
EBL,MUC,2940.024519
ERF,AYT,2217.03932
ERF,FUE,3251.614329
ERF,LGW,778.5358177
ERF,LPA,3381.680511
ERF,PMI,1422.193092
ERF,TFS,3436.433192
FDH,AYT,2110.52654
FDH,PMI,1053.775399
FKB,DME,2146.840325
FNC,BRE,3043.152047
FRA,AYT,2297.866017
FUE,BRE,3304.073274
FUE,ERF,3251.614329
HER,DUS,2302.818658
IBZ,BRE,1674.904844
ISU,ARN,3325.955972
ISU,DUS,3514.240731
ISU,MUC,3082.460884
KSF,AYT,2334.163068
KSF,PMI,1416.033024
LEJ,AYT,2178.774337
LEJ,BRE,296.2214295
LEJ,DME,1746.883936
LGW,ERF,778.5358177
LGW,PRN,1864.515523
LPA,BRE,3425.798987
LPA,ERF,3381.680511
MRS,AGB,708.37931
MUC,EBL,2940.024519
MUC,ISU,3082.460884
NBE,BRE,1891.565761
ONQ,DTM,2163.49404
ONQ,DUS,2209.562765
PMI,BRE,1569.542813
PMI,ERF,1422.193092
PMI,FDH,1053.775399
PMI,KSF,1416.033024
PMI,RLG,1751.468891
PRN,LGW,1864.515523
RHO,DUS,2362.973235
RLG,AYT,2366.384818
RLG,PMI,1751.468891
SKP,SXF,1308.388465
SXF,AYT,2186.394964
SXF,BEY,2705.463616
SXF,SKP,1308.388465
TFS,BRE,3471.785525
TFS,ERF,3436.433192
TLS,BRS,914.7114514
TLS,CEG,1108.587262
TLS,XFW,1263.56446
TXL,AYT,2211.772564
VIE,BRE,775.962576
XFW,TLS,1263.56446
AAQ,LED,1711.9137
AAQ,SVO,1219.872758
ABA,SVO,3374.843688
AER,EVN,519.7335611
AER,IST,950.9857571
AER,KRR,187.0140673
AER,LED,1932.590136
AER,OMS,2704.822039
AER,SVO,1404.15808
AER,SVX,2080.640835
AER,TAS,2409.436709
AGP,SVO,3781.208632
ALA,LED,3609.032755
ALG,CDG,1371.179682
AMS,LED,1773.433362
AMS,SVO,2144.349475
ARH,LED,759.0356874
ARH,SVO,976.1360084
ARN,LED,691.1604064
ARN,SVO,1219.76448
ASF,SVO,1303.39691
ATH,SVO,2241.938065
ATL,JFK,1222.093439
AYT,LED,2546.831997
AYT,ROV,1395.286527
AYT,SVO,2178.241674
BAX,SVO,2924.483553
BCN,LED,2821.9254
BCN,SVO,3017.422012
BEG,SVO,1725.406982
BEY,SVO,2467.591298
BHK,LED,3250.936954
BKK,SVO,7104.610425
BLQ,SVO,2229.56568
BOJ,LED,1925.102936
BRU,SVO,2229.619539
BUD,SVO,1562.862026
CAI,SVO,2913.084048
CAN,SVO,7003.07808
CAN,URC,3277.818151
CDG,ALG,1371.179682
CDG,CMN,1931.520036
CDG,LED,2132.869086
CDG,LYS,412.1822795
CDG,SVO,2453.629846
CDG,TLS,605.5086585
CEK,LED,1909.760432
CEK,SVO,1505.919541
CMN,CDG,1931.520036
CMN,SVO,4243.419336
CPH,SVO,1539.837082
DEL,SVO,4363.349992
DME,LED,666.8838409
DME,NCE,2540.932244
DNK,SVO,861.2478822
DOK,SVO,878.6075161
DRS,SVO,1642.55701
DUS,LED,1740.703523
DUS,SVO,2068.031491
DXB,SVO,3711.665753
DYU,LED,3580.772842
EVN,AER,519.7335611
EVN,KRR,691.2828223
EVN,LED,2396.068507
EVN,MRV,466.1575588
EVN,ROV,891.8028688
EVN,SVO,1832.323686
FCO,LED,2351.480467
FCO,SVO,2399.034561
FRA,LED,1747.335
FRA,SVO,2022.408967
FRU,LED,3491.902825
FRU,SVO,2986.617911
GDX,KHV,1610.869994
GDZ,SVO,1267.266334
GOJ,SVO,395.9003982
GVA,SVO,2410.893817
GYD,LED,2549.013396
GYD,SVO,1954.687274
HAJ,SVO,1831.457128
HAM,LED,1406.579513
HAM,SVO,1765.054759
HAN,SVO,6729.781046
HAV,SVO,9577.279319
HEL,SVO,873.8235286
HER,LED,2744.610065
HER,SVO,2474.930383
HKG,SVO,7137.142486
HRB,KHV,749.3353625
HRB,UUS,1271.545535
HRK,SVO,676.6677558
HTA,SVO,4726.095849
IAD,SVO,7811.576884
ICN,KHV,1418.055503
ICN,SVO,6585.744191
ICN,UUS,1695.37766
ICN,VVO,816.4098812
IKA,SVO,2511.839594
IKT,KHV,2204.805854
IKT,SVO,4210.943702
IST,AER,950.9857571
IST,LED,2062.521277
IST,ROV,1123.485706
IST,SVO,1750.691944
JFK,ATL,1222.093439
JFK,SVO,7480.91514
KBP,LED,1052.138874
KBP,SVO,761.211559
KEJ,SVO,2994.439473
KGD,LED,795.2644068
KGD,SVO,1065.439348
KGF,LED,2921.661113
KGF,SVO,2481.657524
KHV,GDX,1610.869994
KHV,HRB,749.3353625
KHV,ICN,1418.055503
KHV,IKT,2204.805854
KHV,KJA,2968.415492
KHV,OVB,3596.628392
KHV,PEK,1746.16452
KHV,PKC,1704.141126
KHV,SVO,6136.855276
KHV,UUS,591.8786114
KHV,VVO,616.6959718
KJA,KHV,2968.415492
KJA,LED,3553.530002
KJA,SVO,3325.900397
KLV,LED,1528.476973
KLV,SVO,1745.907209
KRK,SVO,1343.565114
KRR,AER,187.0140673
KRR,EVN,691.2828223
KRR,LED,1745.825442
KRR,SVO,1222.4581
KRR,SVX,1984.075116
KSQ,LED,3407.843092
KUF,LED,1395.619896
KUF,SVO,861.7311916
KZN,LED,1216.844568
KZN,SVO,741.9208244
LAX,SVO,9757.480782
LBD,LED,3477.288352
LBD,ROV,2502.391317
LCA,LED,2782.276023
LCA,SVO,2363.638832
LED,AAQ,1711.9137
LED,AER,1932.590136
LED,ALA,3609.032755
LED,AMS,1773.433362
LED,ARH,759.0356874
LED,ARN,691.1604064
LED,AYT,2546.831997
LED,BCN,2821.9254
LED,BHK,3250.936954
LED,BOJ,1925.102936
LED,CDG,2132.869086
LED,CEK,1909.760432
LED,DME,666.8838409
LED,DUS,1740.703523
LED,DYU,3580.772842
LED,EVN,2396.068507
LED,FCO,2351.480467
LED,FRA,1747.335
LED,FRU,3491.902825
LED,GYD,2549.013396
LED,HAM,1406.579513
LED,HER,2744.610065
LED,IST,2062.521277
LED,KBP,1052.138874
LED,KGD,795.2644068
LED,KGF,2921.661113
LED,KJA,3553.530002
LED,KLV,1528.476973
LED,KRR,1745.825442
LED,KSQ,3407.843092
LED,KUF,1395.619896
LED,KZN,1216.844568
LED,LBD,3477.288352
LED,LCA,2782.276023
LED,MMK,1005.667136
LED,MRV,1933.646437
LED,MUC,1741.314648
LED,MXP,2122.40121
LED,NCE,2371.265386
LED,NMA,3508.776882
LED,NVI,3254.278344
LED,OMS,2586.656632
LED,OSS,3607.079535
LED,OVB,3097.603934
LED,PEE,1486.376537
LED,PRG,1478.251905
LED,RHO,2606.075732
LED,ROV,1505.750324
LED,SCW,1132.884164
LED,SIP,1658.475046
LED,SKD,3383.100001
LED,SVO,599.2890101
LED,SVX,1801.012177
LED,SXF,1319.99805
LED,TAS,3364.846502
LED,TFS,4977.152414
LED,TJM,2033.341898
LED,TLV,3108.904448
LED,TSE,2724.705788
LED,UFA,1637.378279
LED,UGC,2899.323126
LED,VIE,1572.01255
LED,VKO,625.4489583
LHR,SVO,2508.499737
LJU,SVO,1920.767311
MAD,SVO,3420.32312
MIA,SVO,9200.26576
MLA,SVO,2827.188281
MLE,SVO,6587.287873
MMK,LED,1005.667136
MMK,SVO,1443.450717
MQF,SVO,1395.536057
MRS,CDG,652.8189455
MRV,EVN,466.1575588
MRV,LED,1933.646437
MRV,SVO,1366.239878
MRV,SVX,1862.293216
MRV,TAS,2155.417161
MSQ,SVO,642.4033651
MUC,LED,1741.314648
MUC,SVO,1927.386869
MXP,LED,2122.40121
MXP,SVO,2296.683433
NBC,SVO,917.5077335
NCE,DME,2540.932244
NCE,LED,2371.265386
NCE,SVO,2532.177814
NJC,SVO,2301.294642
NMA,LED,3508.776882
NOZ,SVO,3104.212937
NRT,SVO,7507.199517
NUX,SVO,2333.600635
NVI,LED,3254.278344
ODS,SVO,1159.328256
OMS,AER,2704.822039
OMS,LED,2586.656632
OMS,SVO,2239.747033
OSL,SVO,1606.288356
OSS,LED,3607.079535
OTP,SVO,1497.635941
OVB,KHV,3596.628392
OVB,LED,3097.603934
OVB,SVO,2800.374338
OVB,VVO,3729.541524
PEE,LED,1486.376537
PEE,SVO,1145.159327
PEK,KHV,1746.16452
PEK,SVO,5795.090332
PKC,KHV,1704.141126
PKC,SVO,6742.296601
PKC,VVO,2210.821246
PRG,LED,1478.251905
PRG,SVO,1670.048067
PUJ,SVO,9243.36834
PUS,VVO,954.5931529
PVG,SVO,6850.93525
REN,SVO,1265.831879
RHO,LED,2606.075732
RIX,SVO,831.5504597
ROV,AYT,1395.286527
ROV,EVN,891.8028688
ROV,IST,1123.485706
ROV,LBD,2502.391317
ROV,LED,1505.750324
ROV,SIP,531.5966223
ROV,SVO,958.3383702
ROV,SVX,1746.273102
ROV,TAS,2417.666381
ROV,TLV,1773.633674
SCW,LED,1132.884164
SCW,SVO,994.8781583
SGC,SVO,2134.60926
SGN,SVO,7726.67087
SIP,LED,1658.475046
SIP,ROV,531.5966223
SIP,SVO,1238.012036
SKD,LED,3383.100001
SKG,SVO,2014.906051
SOF,SVO,1783.924908
STR,SVO,2061.42763
STW,SVO,1252.019157
SVO,AAQ,1219.872758
SVO,ABA,3374.843688
SVO,AER,1404.15808
SVO,AGP,3781.208632
SVO,AMS,2144.349475
SVO,ARH,976.1360084
SVO,ARN,1219.76448
SVO,ASF,1303.39691
SVO,ATH,2241.938065
SVO,AYT,2178.241674
SVO,BAX,2924.483553
SVO,BCN,3017.422012
SVO,BEG,1725.406982
SVO,BEY,2467.591298
SVO,BKK,7104.610425
SVO,BLQ,2229.56568
SVO,BRU,2229.619539
SVO,BUD,1562.862026
SVO,CAI,2913.084048
SVO,CAN,7003.07808
SVO,CDG,2453.629846
SVO,CEK,1505.919541
SVO,CMN,4243.419336
SVO,CPH,1539.837082
SVO,DEL,4363.349992
SVO,DNK,861.2478822
SVO,DOK,878.6075161
SVO,DRS,1642.55701
SVO,DUS,2068.031491
SVO,DXB,3711.665753
SVO,EVN,1832.323686
SVO,FCO,2399.034561
SVO,FRA,2022.408967
SVO,FRU,2986.617911
SVO,GDZ,1267.266334
SVO,GOJ,395.9003982
SVO,GVA,2410.893817
SVO,GYD,1954.687274
SVO,HAJ,1831.457128
SVO,HAM,1765.054759
SVO,HAN,6729.781046
SVO,HAV,9577.279319
SVO,HEL,873.8235286
SVO,HER,2474.930383
SVO,HKG,7137.142486
SVO,HRK,676.6677558
SVO,HTA,4726.095849
SVO,IAD,7811.576884
SVO,ICN,6585.744191
SVO,IKA,2511.839594
SVO,IKT,4210.943702
SVO,IST,1750.691944
SVO,JFK,7480.91514
SVO,KBP,761.211559
SVO,KEJ,2994.439473
SVO,KGD,1065.439348
SVO,KGF,2481.657524
SVO,KHV,6136.855276
SVO,KJA,3325.900397
SVO,KLV,1745.907209
SVO,KRK,1343.565114
SVO,KRR,1222.4581
SVO,KUF,861.7311916
SVO,KZN,741.9208244
SVO,LAX,9757.480782
SVO,LCA,2363.638832
SVO,LED,599.2890101
SVO,LHR,2508.499737
SVO,LJU,1920.767311
SVO,MAD,3420.32312
SVO,MIA,9200.26576
SVO,MLA,2827.188281
SVO,MLE,6587.287873
SVO,MMK,1443.450717
SVO,MQF,1395.536057
SVO,MRV,1366.239878
SVO,MSQ,642.4033651
SVO,MUC,1927.386869
SVO,MXP,2296.683433
SVO,NBC,917.5077335
SVO,NCE,2532.177814
SVO,NJC,2301.294642
SVO,NOZ,3104.212937
SVO,NRT,7507.199517
SVO,NUX,2333.600635
SVO,ODS,1159.328256
SVO,OMS,2239.747033
SVO,OSL,1606.288356
SVO,OTP,1497.635941
SVO,OVB,2800.374338
SVO,PEE,1145.159327
SVO,PEK,5795.090332
SVO,PKC,6742.296601
SVO,PRG,1670.048067
SVO,PUJ,9243.36834
SVO,PVG,6850.93525
SVO,REN,1265.831879
SVO,RIX,831.5504597
SVO,ROV,958.3383702
SVO,SCW,994.8781583
SVO,SGC,2134.60926
SVO,SGN,7726.67087
SVO,SIP,1238.012036
SVO,SKG,2014.906051
SVO,SOF,1783.924908
SVO,STR,2061.42763
SVO,STW,1252.019157
SVO,SVX,1436.279407
SVO,SXF,1596.559641
SVO,TAS,2817.45606
SVO,TFS,5243.201908
SVO,TJM,1702.526588
SVO,TLL,838.111031
SVO,TLV,2671.598496
SVO,TOF,2898.408435
SVO,TXL,1603.132808
SVO,UFA,1176.483303
SVO,ULN,4635.17797
SVO,URC,3728.645151
SVO,UUD,4412.750064
SVO,UUS,6641.571951
SVO,VCE,2094.744889
SVO,VIE,1662.543547
SVO,VNO,780.9177425
SVO,VOG,926.6146315
SVO,VVO,6404.46061
SVO,WAW,1150.183304
SVO,YKS,4871.584437
SVO,YYZ,7466.729065
SVO,ZAG,1868.199468
SVO,ZRH,2180.643176
SVX,AER,2080.640835
SVX,KRR,1984.075116
SVX,LED,1801.012177
SVX,MRV,1862.293216
SVX,ROV,1746.273102
SVX,SVO,1436.279407
SXF,LED,1319.99805
SXF,SVO,1596.559641
TAS,AER,2409.436709
TAS,LED,3364.846502
TAS,MRV,2155.417161
TAS,ROV,2417.666381
TAS,SVO,2817.45606
TFS,LED,4977.152414
TFS,SVO,5243.201908
TJM,LED,2033.341898
TJM,SVO,1702.526588
TLL,SVO,838.111031
TLV,LED,3108.904448
TLV,ROV,1773.633674
TLV,SVO,2671.598496
TOF,SVO,2898.408435
TSE,LED,2724.705788
TXL,SVO,1603.132808
UFA,LED,1637.378279
UFA,SVO,1176.483303
UGC,LED,2899.323126
ULN,SVO,4635.17797
URC,CAN,3277.818151
URC,SVO,3728.645151
UUD,SVO,4412.750064
UUS,HRB,1271.545535
UUS,ICN,1695.37766
UUS,KHV,591.8786114
UUS,SVO,6641.571951
UUS,VVO,914.3136763
VCE,SVO,2094.744889
VIE,LED,1572.01255
VIE,SVO,1662.543547
VKO,LED,625.4489583
VNO,SVO,780.9177425
VOG,SVO,926.6146315
VVO,ICN,816.4098812
VVO,KHV,616.6959718
VVO,OVB,3729.541524
VVO,PKC,2210.821246
VVO,PUS,954.5931529
VVO,SVO,6404.46061
VVO,UUS,914.3136763
VVO,YKS,2084.519862
WAW,SVO,1150.183304
YKS,SVO,4871.584437
YKS,VVO,2084.519862
YYZ,SVO,7466.729065
ZAG,SVO,1868.199468
ZRH,SVO,2180.643176
ABT,DMM,1079.098649
ABT,JED,299.7206501
ABT,RUH,733.9016554
ADD,JED,1412.882468
ADD,RUH,1963.955999
ADE,JED,1164.583451
AHB,CAI,1743.495513
AHB,DMM,1172.802782
AHB,JED,529.15576
AHB,MED,765.5063168
AHB,RUH,855.7061331
AHB,TIF,422.8761059
AHB,TUU,1283.015424
AJF,JED,906.2180529
AJF,RUH,843.9106744
ALG,MED,3716.03149
AMM,JED,1159.905346
AMM,MED,876.1462387
AMM,RUH,1288.598574
AQI,JED,1019.707779
AQI,RUH,379.8730937
AUH,JED,1613.624743
AUH,MED,1511.681709
AUH,RUH,805.3816271
AWZ,MED,1165.523997
AZD,MED,1642.695296
BAH,DMM,86.18553625
BAH,JED,1272.192236
BAH,MED,1113.73487
BAH,RUH,420.6595561
BEY,JED,1397.149882
BEY,MED,1108.496218
BEY,RUH,1464.73862
BHH,DMM,1028.147491
BHH,JED,406.3764228
BHH,RUH,693.6840119
BLR,DMM,3259.873501
BLR,JED,4185.052788
BLR,RUH,3499.754185
BOM,DMM,2498.909705
BOM,JED,3518.844257
BOM,RUH,2770.378694
CAI,AHB,1743.495513
CAI,DMM,1843.672399
CAI,JED,1216.664743
CAI,MED,1026.768576
CAI,RUH,1611.718875
CAN,JED,7526.113467
CAN,RUH,6686.477692
CCJ,DMM,3226.898352
CCJ,JED,4084.390095
CCJ,RUH,3441.965935
CDG,JED,4427.10342
CDG,RUH,4650.717357
CGK,JED,7971.474522
CGK,MED,8001.179582
CGK,RUH,7342.050132
CMB,DMM,3835.40316
CMB,JED,4653.749305
CMB,RUH,4040.475468
CMN,JED,4747.447404
CMN,RUH,5295.174207
COK,DMM,3330.837829
COK,RUH,3540.286559
DAC,DMM,4080.0571
DAC,JED,5231.027731
DAC,RUH,4407.515287
DEL,DMM,2696.954411
DEL,JED,3879.71826
DEL,RUH,3037.06784
DMM,ABT,1079.098649
DMM,AHB,1172.802782
DMM,BAH,86.18553625
DMM,BHH,1028.147491
DMM,BLR,3259.873501
DMM,BOM,2498.909705
DMM,CAI,1843.672399
DMM,CCJ,3226.898352
DMM,CMB,3835.40316
DMM,COK,3330.837829
DMM,DAC,4080.0571
DMM,DEL,2696.954411
DMM,DXB,573.157705
DMM,EAM,1130.014218
DMM,ELQ,600.2371349
DMM,GIZ,1298.348078
DMM,HAS,810.9851655
DMM,HYD,3119.876692
DMM,ISB,2349.234065
DMM,IST,2534.18617
DMM,JED,1203.891855
DMM,KHI,1747.17423
DMM,KWI,355.241225
DMM,MAA,3501.371507
DMM,MED,1034.728809
DMM,MHD,1430.847389
DMM,MNL,7450.731951
DMM,RUH,353.1414467
DMM,TIF,1091.106
DMM,TUU,1317.056048
DOH,JED,1330.629655
DOH,RUH,495.4888445
DWD,JED,593.9452877
DWD,RUH,266.4294134
DXB,DMM,573.157705
DXB,JED,1698.993435
DXB,MED,1580.358354
DXB,RUH,873.0082345
EAM,DMM,1130.014218
EAM,JED,712.8586812
EAM,RUH,850.2550849
EJH,JED,571.5089293
ELQ,DMM,600.2371349
ELQ,JED,695.8038823
ELQ,MED,452.5487452
ELQ,RUH,329.1196719
FCO,JED,3362.609588
FCO,RUH,3671.363592
FRA,JED,4131.673918
FRA,RUH,4292.42877
GBT,MED,1960.128575
GIZ,DMM,1298.348078
GIZ,JED,641.6830269
GIZ,RUH,992.2518351
GVA,JED,4040.400087
GVA,RUH,4298.130375
HAS,DMM,810.9851655
HAS,JED,689.4529574
HAS,RUH,571.0299558
HBE,JED,1393.119538
HBE,MED,1211.926239
HBE,RUH,1794.373165
HOF,JED,1126.637308
HOF,RUH,282.877445
HYD,DMM,3119.876692
HYD,JED,4136.558653
HYD,RUH,3393.216277
IAD,JED,10591.62263
IAD,RUH,10842.34266
IFN,MED,1494.026489
ISB,DMM,2349.234065
ISB,JED,3552.967238
ISB,RUH,2702.044997
IST,DMM,2534.18617
IST,JED,2387.530788
IST,MED,2117.7647
IST,RUH,2456.790637
JED,ABT,299.7206501
JED,ADD,1412.882468
JED,ADE,1164.583451
JED,AHB,529.15576
JED,AJF,906.2180529
JED,ALG,3837.49142
JED,AMM,1159.905346
JED,AQI,1019.707779
JED,AUH,1613.624743
JED,AWZ,1436.171025
JED,AZD,1879.323316
JED,BAH,1272.192236
JED,BEY,1397.149882
JED,BHH,406.3764228
JED,BLR,4185.052788
JED,BOM,3518.844257
JED,CAI,1216.664743
JED,CAN,7526.113467
JED,CCJ,4084.390095
JED,CDG,4427.10342
JED,CGK,7971.474522
JED,CMB,4653.749305
JED,CMN,4747.447404
JED,DAC,5231.027731
JED,DEL,3879.71826
JED,DMM,1203.891855
JED,DOH,1330.629655
JED,DWD,593.9452877
JED,DXB,1698.993435
JED,EAM,712.8586812
JED,EJH,571.5089293
JED,ELQ,695.8038823
JED,FCO,3362.609588
JED,FRA,4131.673918
JED,GBT,2241.691166
JED,GIZ,641.6830269
JED,GVA,4040.400087
JED,HAS,689.4529574
JED,HBE,1393.119538
JED,HOF,1126.637308
JED,IAD,10591.62263
JED,IFN,1756.033128
JED,ISB,3552.967238
JED,IST,2387.530788
JED,JFK,10225.39972
JED,JNB,5445.688872
JED,KAN,3423.209302
JED,KHI,2877.458456
JED,KRT,970.5673274
JED,KUL,7065.699557
JED,KWI,1218.559923
JED,LAX,13389.82006
JED,LHE,3653.152697
JED,LHR,4748.296975
JED,LKO,4251.002056
JED,MAA,4445.4399
JED,MAD,4515.801945
JED,MAN,4957.30233
JED,MCT,1973.084705
JED,MED,324.4380518
JED,MHD,2557.426024
JED,MNL,8595.183355
JED,MXP,3833.268444
JED,NBO,2568.789204
JED,OMH,1866.201586
JED,ORN,4145.299821
JED,RAE,1044.772106
JED,RAS,2009.387042
JED,RUH,851.8332522
JED,SAH,871.8924629
JED,SHW,956.6719906
JED,SIN,7359.985837
JED,SSH,849.0420215
JED,SYZ,1603.667907
JED,TBZ,1951.030998
JED,THR,1954.097725
JED,TUN,3254.232448
JED,TUU,786.0876137
JED,URY,1098.170089
JED,WAE,640.3669254
JED,YNB,296.0328278
JED,YYZ,10444.48503
JFK,JED,10225.39972
JFK,RUH,10480.19998
JNB,JED,5445.688872
KAN,JED,3423.209302
KHI,DMM,1747.17423
KHI,JED,2877.458456
KHI,RUH,2061.273442
KRT,JED,970.5673274
KRT,RUH,1803.870515
KUL,JED,7065.699557
KUL,MED,7059.684659
KUL,RUH,6377.179913
KWI,DMM,355.241225
KWI,JED,1218.559923
KWI,MED,969.9312123
KWI,RUH,491.0470782
LAX,JED,13389.82006
LHE,JED,3653.152697
LHE,RUH,2801.888204
LHR,JED,4748.296975
LHR,RUH,4940.611827
LKO,JED,4251.002056
LKO,RUH,3416.842323
MAA,DMM,3501.371507
MAA,JED,4445.4399
MAA,RUH,3749.410782
MAD,JED,4515.801945
MAN,JED,4957.30233
MCT,MED,1887.836864
MCT,RUH,1183.728719
MED,AHB,765.5063168
MED,BAH,1113.73487
MED,CAI,1026.768576
MED,DMM,1034.728809
MED,DXB,1580.358354
MED,ELQ,452.5487452
MED,ESB,1841.484765
MED,IST,2117.7647
MED,JED,324.4380518
MED,RUH,707.5483457
MED,TUU,523.4412812
MED,ULH,266.2847602
MHD,DMM,1430.847389
MHD,MED,2303.92704
MNL,DMM,7450.731951
MNL,JED,8595.183355
MNL,RUH,7777.650556
MXP,JED,3833.268444
MXP,RUH,4084.72311
NBO,JED,2568.789204
OMH,MED,1544.312391
ORN,MED,4038.832516
PEW,RUH,2595.119995
RAE,JED,1044.772106
RAE,RUH,857.5872378
RAH,RUH,608.2040701
RAS,MED,1703.457823
RUH,ABT,733.9016554
RUH,ADD,1963.955999
RUH,AHB,855.7061331
RUH,AJF,843.9106744
RUH,AMM,1288.598574
RUH,AQI,379.8730937
RUH,AUH,805.3816271
RUH,BAH,420.6595561
RUH,BEY,1464.73862
RUH,BHH,693.6840119
RUH,BLR,3499.754185
RUH,BOM,2770.378694
RUH,CAI,1611.718875
RUH,CAN,6686.477692
RUH,CCJ,3441.965935
RUH,CDG,4650.717357
RUH,CGK,7342.050132
RUH,CMB,4040.475468
RUH,CMN,5295.174207
RUH,COK,3540.286559
RUH,DAC,4407.515287
RUH,DEL,3037.06784
RUH,DMM,353.1414467
RUH,DOH,495.4888445
RUH,DWD,266.4294134
RUH,DXB,873.0082345
RUH,EAM,850.2550849
RUH,ELQ,329.1196719
RUH,FCO,3671.363592
RUH,FRA,4292.42877
RUH,GIZ,992.2518351
RUH,GVA,4298.130375
RUH,HAS,571.0299558
RUH,HBE,1794.373165
RUH,HOF,282.877445
RUH,HYD,3393.216277
RUH,IAD,10842.34266
RUH,ISB,2702.044997
RUH,IST,2456.790637
RUH,JED,851.8332522
RUH,JFK,10480.19998
RUH,KHI,2061.273442
RUH,KRT,1803.870515
RUH,KUL,6377.179913
RUH,KWI,491.0470782
RUH,LHE,2801.888204
RUH,LHR,4940.611827
RUH,LKO,3416.842323
RUH,MAA,3749.410782
RUH,MCT,1183.728719
RUH,MED,707.5483457
RUH,MNL,7777.650556
RUH,MXP,4084.72311
RUH,PEW,2595.119995
RUH,RAE,857.5872378
RUH,RAH,608.2040701
RUH,SAH,1085.444269
RUH,SHW,834.076635
RUH,SIN,6674.173976
RUH,SSH,1269.227961
RUH,TIF,738.0160979
RUH,TUI,1080.467663
RUH,TUU,1070.451519
RUH,ULH,874.8683502
RUH,URY,1168.515912
RUH,WAE,518.4881425
RUH,YNB,877.9187087
SAH,JED,871.8924629
SAH,RUH,1085.444269
SHW,JED,956.6719906
SHW,RUH,834.076635
SIN,JED,7359.985837
SIN,RUH,6674.173976
SSH,JED,849.0420215
SSH,RUH,1269.227961
SYZ,MED,1390.090697
TBZ,MED,1631.250981
THR,MED,1664.572101
TIF,AHB,422.8761059
TIF,DMM,1091.106
TIF,RUH,738.0160979
TUI,RUH,1080.467663
TUN,JED,3254.232448
TUU,AHB,1283.015424
TUU,DMM,1317.056048
TUU,JED,786.0876137
TUU,MED,523.4412812
TUU,RUH,1070.451519
ULH,MED,266.2847602
ULH,RUH,874.8683502
URY,JED,1098.170089
URY,RUH,1168.515912
WAE,JED,640.3669254
WAE,RUH,518.4881425
YNB,JED,296.0328278
YNB,RUH,877.9187087
YYZ,JED,10444.48503
ACC,WDH,3665.335159
CPT,WDH,1281.829655
ERS,MPA,924.520897
ERS,NDU,586.261651
ERS,OND,539.3753135
FRA,WDH,8110.786046
HRE,LUN,403.430099
HRE,WDH,1507.8784
JNB,WDH,1164.717033
LAD,WDH,1580.815756
LUD,OMD,242.0088696
LUN,HRE,403.430099
LUN,WDH,1401.332671
MPA,ERS,924.520897
MPA,NDU,473.2604414
MUB,VFA,328.0267208
MUB,WDH,677.6799207
NDU,ERS,586.261651
NDU,MPA,473.2604414
OMD,WDH,686.5449397
OND,ERS,539.3753135
VFA,MUB,328.0267208
VFA,WDH,999.3329206
WDH,ACC,3665.335159
WDH,CPT,1281.829655
WDH,FRA,8110.786046
WDH,HRE,1507.8784
WDH,JNB,1164.717033
WDH,LAD,1580.815756
WDH,LUD,519.2317204
WDH,LUN,1401.332671
WDH,MUB,677.6799207
WDH,VFA,999.3329206
WDH,WVB,295.0705359
